plCode,divName,eclgyName,height,area,flColor,flSeason,smellCode,lightDemand,place,toxic,levelCode,growSpeedCode,growTempCode,winterLowCode,humidityCode,springWtCode,summerWtCode,autumnWtCode,winterWtCode,speclManage
19453,잎보기식물,일반형,25,30,,,079004,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 ,거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090001,082002,057002,083003,053002,053002,053002,053003," 너무 습기가 많으면 민달팽이의 피해와 곰팡이병이 생기지만 너무 건조할 때는 깍지벌레, 온실가루이, 가루깍지벌레 등이 발생한다. 그러나 거미발만 살아있다면 언제든지 새 순을 낼 수 있다."
14915,잎&꽃보기식물,일반형,50,40,"분홍색,흰색","봄,여름",079002,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","발코니 내측 ,발코니 창측 ",,089002,,082002,057002,083002,053003,053003,053003,053004," 만천성(滿天星)·두메별꽃이라고도 한다. 높이 약 1m이다. 가지가 많이 갈라져서 퍼진다. 잎은 마주나며 긴 타원형이고 길이 2cm 정도이다. 가장자리가 밋밋하며 턱잎은 가시처럼 되어 있다. 꽃은 5∼6월에 흰색 또는 연한 붉은빛을 띤 자주색으로 피고 잎겨드랑이에 달린다. 화관은 깔때기 모양이고 끝이 5개로 갈라져서 퍼지며 안에 털이 난다. 수술은 화관통에 붙어 있는데, 암술보다 긴 것과 짧은 것의 2종류가 있다. 열매는 핵과로서 7월에 익는다. 번식은 꺾꽂이와 포기나누기로 한다. 중국 남부 원산이며 관상용으로 쓰고 울타리에 많이 심는다. 원예품종으로는 겹꽃·만첩꽃, 잎에 반점이 있는 것 등을 개발하였다. 옆에서 볼 때는 T자같이 보이므로 흰색 꽃이 피는 정화라는 이름이 생겼다. 중국 남쪽에서 인도차이나 반도까지 분포한다. "
14916,잎&꽃보기식물,일반형,50,50,"분홍색,흰색",봄,079001,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,,,082002,057001,083002,053002,053002,053002,053003,"토양을 촉촉하게 유지함, 통풍이 잘 되는 곳이 좋다. 마삭줄 증에서 가장 잎과 꽃이 크며 향기도 강하다. 5-6월  개화하며 내건성은 강하나 내한성은 다소 약한 편이다."
19464,잎보기식물,일반형,100,50,,,,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,,,082003,057004,083002,053002,053002,053002,053003," "
18697,잎보기식물,"일반형,수경형",40,40,흰색,,079003,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",Unknown,,,082003,057003,083001,053003,053003,053003,053004," Uses:  Container, Ground cover  Soil Type:  A GOOD general purpose potting soil (a soil that retains water yet drains well) will suffice. Check purchased soil to see that it is well aerated and add sand or perlite and peat moss if it seems to pack too tightly. Give the plants a chance to settle in before going back to whatever fertilization program has been successful for you. If you want to mix your own take: 1 part garden soil, 1 part coarse sand or perlite, 1 part moist peat or humus (leaf mold) and a light dusting of lime. Always use a pot with a hole.  Growth Rate:  Average   Growing Ease:  Will grow for anybody"
13216,잎보기식물,일반형,25,25,,,079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ",,089002,,082003,057005,083002,053003,053003,053003,053004," "
16448,잎&꽃보기식물,일반형,100,50,"분홍색,빨강색","봄,여름",079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",없음,089001,090002,082003,057005,083002,053002,053002,053002,053003,"- 실내환경: 충분한 햇빛 좋아함. 건조한 공기는 병충해문제를 악화시킴.  - 심기: 흙을 너무 단단하게 포장하지 않도록 주의함. - 물주기: 일주일에 한번 충분히 줌. - 가지치기: 순치기, 솎음, 자르기. 목베고니아는 프랑스의 식물 애호가 베공(Begin, M)의 이름에서 유래되었다. 높이는 60cm정도이며, 잎은 가름한 심장 모양이고, 전체가 녹색이며,흰 얼룩점이 드문드문 있고, 뒷면의 잎맥은 붉다. 줄기는 곧게 자라며 어긋나게 자라는 커다란 잎과 풍성하게 꽃을 피우는 품종이다. 속은 독특한 특색은 크기가 서로 다른 4장의 꽃덮이(꽃잎과 꽃받침잎을 합해 부르는 이름)가 쌍으로 달리며, 암꽃의 아래쪽에 3개의 날개가 있다. 영양이 풍부할수록 풍성한 꽃 봉우리를 만든다. 자라나면서 줄기와 가지가 목질화(나무줄기처럼 딱딱해짐)가 되어간다."
18649,잎보기식물,일반형,30,30,,,079004,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ",,,,082002,057004,083002,,,,,"실내 밝은 장소에 배치한다. 잎이 작은데 배해 번식력이 왕성하여 지저분해지기 쉬우므로 자주 정리해 주어야 한다. 대체로 키우기 쉬운 식물로, 직사광선만 피하면 잘 자란다."
18656,잎&꽃보기식물,일반형,20,20,"분홍색,흰색",여름,,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,,090001,082002,057001,083002,053003,053003,053003,053004," 바위취는 우리나라 중부 이남의 반음지,음지에 조경용으로 식재하는는 상록 다년생 초본이다. 잎은 녹색에 연한 무늬가 있고, 뒷면은 자줏빛이 도는 붉은색이며 길이는 3~5㎝이다. 잎 가장자리에 치아 모양의 얕은 결각이 있으며 길이는 3~5㎝이며 꽃은 백색으로 꽃자루의 높이는 20~40㎝로서 곧게 서며 길이는 10~20㎝이고 짧은 홍자색의 선모가 있으며 줄기 꼭대기에서 핀다. 열매는 7~8월경에 달리고 길이는 4~5㎜로 원형이고 종자는 난형(달걀 모양)이며 관상용, 지피식물 또는 분화용으로 쓰이며, 전초는 약용으로 쓰인다."
18652,잎&꽃보기식물,일반형,150,100,"보라색,분홍색,흰색","봄,여름",079001,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090001,082003,057004,083002,053003,053003,053003,053004," 실내에서 아기자기한 여러 가지 색의 꽃들이 은은한 향기를 뿜어내는 사랑스러운 나무이다.  처음 꽃이 필 때는 진보라색이지만 차츰 연보라색으로 변하여 최종에는 흰색으로 바뀐다.  햇빛과 통풍이 필요하며 물을 너무 자주 주면 잎이 마르듯이 우수수 떨어진다.  브룬펠시아의 개화습성은 새로운 가지에서 다시 꽃이 맺히므로 꽃이 진 가지를 전정해 주면 더 많은 꽃을 볼 수 있다. 향이 짙으므로 밀폐된 공간에서 너무 오래 향기를 맡지 말고 환기를 시켜준다.  원래는 아메리카 원산의 상록 관목이며 30여 종이 알려져 있다.  미국브룬펠시아(lady-of-the night : B. americana)는 서인도 원산이고 높이 2.4m에 달한다.  잎은 넓은 달걀 모양에서 달걀을 거꾸로 세운 듯한 모양이며 길이 10cm이다. 꽃은 대개 1개씩 달리고 흰색이지만 노란색으로 변하며 지름 5cm, 길이 10cm이고 밤에 향기가 강하다. 꽃받침은 짧고 열매는 장과로서 지름 2cm 내외이며 노란색으로 익는다."
16245,잎보기식물,"일반형,건조형",100,100,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",열매식용하면 안됨,089001,090001,082003,057004,083002,053003,053003,053003,053004,"- 강한 빛과 그늘 모두 잘 적응하여 성장하는 식물임. 소철은 열대 및 아열대 아메리카에 약 40종이 분포한다.  잎은 1년에 한번씩 새로 자라나며, 줄기의 끝이 굵은 것 일수도록 많이 나오고, 새로 나온 잎이 완전히 굳어질 때까지 먼저 잎을 자르지 않는 것이 좋다. 잎은 골판지처럼 딱딱해서 이국적인 모습을 연출할때 이용한다. 줄기는 괴경상으로 높이는 15cm, 엽장은 120cm까지 있고 소엽은 딱딱하고 4~22 개가 마주난다. 잎은 반 광택이 있는 황록색으로 마치 소철잎과 같이 붙어 있으나 엽육이 두텁고 잎이 크며 주로 관엽식물로 재배되고 있으며, 깃털모양의 우상엽(깃털잎)이다. 줄기와 잎은 갈색의 뽀얀 털 내지는 가루 같은 것으로 덮여있다."
18660,잎&꽃보기식물,일반형,60,40,"분홍색,빨강색,흰색,혼합색","봄,여름,가을,겨울",079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,,082003,057005,083002,053003,053003,053003,053003,"여름철 직사광선을 피하고, 겨울철 밝은 빛을 유지해야하며 습한 것을 좋아해 자주 분무 해주는 것이 좋다. 일산화탄소, 암모니아 가스 제거 능력이 좋기 때문에 주방이나 화장실이 적합하다. 오랫동안 감상 할 수 있는 광택이 있는 포엽이 아름다워 실내에서 분화로 기르는 열대 관엽 관화 식물이다."
18601,잎&꽃보기식물,일반형,50,40,분홍색,"봄,여름",079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",없음,089002,090002,082003,057005,083002,053003,053003,053003,053003," 색깔이 선명한 포엽(苞 : 보통 꽃으로 감상하는 부분으로 잎이 변형된 것임)이 아름답고, 관상기간이 길다."
18695,잎보기식물,"일반형,수경형",40,40,,,079003,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",N/A,,,082003,057004,083002,053003,053003,053003,053004," "
16246,잎보기식물,일반형,150,70,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,090002,082003,057005,083002,053003,053003,053003,053003,"- 물관리: 차가운 물로 관수하지 않는다. - 더운 여름에는 물 젖은 천으로 잎을 닦아준다. 야생에서는 커다란 교목으로 자라는 고무나무로 잎 모양은 크고 넓은 둥근 타원형으로 엽육이 두껍고 생육이 왕성하고, 음이온과 산소발생량이 많은 식물이다. 형태로 새로 나오는 잎은 색이 붉은빛이나 차츰 성장하며 짙은 녹색으로 바뀌는 아름다운 품종입니다. 라텍스를 포함하고 있는 가죽질감의 짙은 녹색을 띤 뚜꺼운 잎을 가지고 있으며, 이면의 주맥과 잎대는 적갈색이고, 2,5m까지 자란다. 작은 그릇에 꽃 2~3송이와 잎 1장으로도 아름다움을 살릴수 있는 식물이다. 세계적으로 약 800~2000종이 분포되어 있다."
18658,잎보기식물,일반형,60,40,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089003,,082003,057005,083002,053002,053002,053002,053003," "
16449,잎보기식물,일반형,150,100,흰색,,079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",식물체 독성임. (어린이주변에 두지말 것),089001,090002,082002,057005,083003,053002,053002,053002,053003,"- 물관리: 빗물을 주면 토양이 산성화 될 수도 있음. 따뜻한 물을 사용하세요.  - 더운 여름에는 물 젖은 천으로 잎을 닦아 주고, 분무해 줌. 몬스테라는 덩굴성 대형관엽식물로 6~8m 까지 자란다. 잎은 어긋나고 성숙한 것은 지름 1m 정도이다. 잎은 진녹색으로 크고 광택이 나며 잎맥 사이에 군데군데 타원형의 구멍이 파여 있어 폭우나 강한 바람에도 견딜 수 있는 구조로 발달 됐다. 흰색의 꽃이 피고 열매도 달린다. 그리고 잎은 절엽으로 하여 꽃꽂이 재료로도 쓰인다. 직시광선에 노출시키면 잎이 타기 쉬우므로 그늘에 둬야 한다."
13247,잎&꽃보기식물,"일반형,건조형",30,30,"보라색,분홍색,빨강색,노랑색,흰색,혼합색","봄,여름",079003,"중간 광도(800~1,500 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089003,090003,082003,057004,083003,053004,053003,053003,053004," "
18659,잎보기식물,일반형,30,30,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089003,090002,082002,057005,083002,053002,053002,053002,053003," 본 종의 포자엽은 30~70㎝이고 길이는 60~90㎝로 기부는 좁고 직립한다. 잎 기부로부터 잎 끝까지의 형태는 V자형으로 상부에는 2~3회 우상으로 갈라져서 늘어진다. 잎 표면은 회녹색이고 뒷면은 녹백색이다. 외투엽은 원형으로 불룩하게 튀어 나오고 처음에는 녹색, 후에는 갈색으로 변한다. 외투 직경은 20㎝로 잎 가장자리는 약간의 파상이며 본 엽은 총생하고 좁고 길다. 갈라진 잎의 길이는 10㎝, 폭은 4㎝로 회녹색이고 뒷면은 회녹백색으로 털이 있다. 포자낭군은 황갈색이고 열편의 정점이 착생한다. 그래서 갈라진 풀잎은 황갈색으로 변한다. 원산지는 열대 아프리카, 열대 아시아, 온대 오스트레일리아로 14종이 있다. 회녹색의 사슴뿔 모양을 지니고 있으며 밝은 곳을 좋아한다. 건조한 것 보다는 습한 환경을 좋아하므로 잎에 자주 분무해 준다."
13245,잎&꽃보기식물,"일반형,건조형",30,20,"분홍색,오렌지색,노랑색,흰색,혼합색","봄,여름,겨울",079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089003,090003,082003,057005,083002,053003,053003,053003,053004,실내공기가 너무 건조하면 개각충이나 응애가 발생함 
13255,꽃보기식물,일반형,50,30,"보라색,분홍색,빨강색,흰색","봄,여름",079003,"높은 광도(1,500~10,000 Lux)",발코니 창측 ,,089002,090001,082003,057001,,053002,053002,053002,053003," 꽃피는 시기에는 물이 마르면 안되고 올라갈 지지대가 필요하다. 물과 양분을 충분히 준다. "
15831,잎보기식물,일반형,150,100,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",Parts of plant are poisonous if ingestedHandling,,,082003,057005,083002,053003,053003,053003,053003," "
18575,"잎보기식물,열매보기식물",일반형,30,30,"분홍색,흰색","봄,여름",,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",(섭취하면 안됨),089001,090002,082003,057001,083002,053003,053003,053003,053004," 야생화초로 키우지만 예로부터 약용으로 쓰이던 식물입니다. 반양지성 식물로 밝은 실내나 오전 1-2시간 햇빛이 드는 베란다 등에서 기르면 되고 한낮의 직사광선에는 잎이 화상을 입어 모양이 흉해진다. 산호수는 햇볕의 세기에 따라서 열매가 빨리 자라기도 하고 색깔도 빨리 빨개지며 특히, 관수를 잘 해주어야 하며, 배수상태에 따라서 틀리지만, 보통의 경우 2~3일에 한번, 겨울철엔 4~5일 정도에 한번 흠뻑 주어야 말라 떨어지지 않는다. 물 관리만 잘하면 몇 년이 지나도 열매가 떨어지지 않고 그대로 달려 있으며 다음해엔 또 새로운 꽃이 피고 열매를 맺지만, 무늬산호수는 열매 맺기가 쉽지 않다."
19713,잎&꽃보기식물,일반형,25,25,흰색,"봄,여름",079003,"높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,090003,082003,057004,083002,053003,053003,053003,053004," "
18585,잎보기식물,일반형,150,70,,,,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,,082003,057005,083002,,,,," "
18604,잎보기식물,일반형,20,30,,,,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,,,082003,057003,083002,053003,053003,053003,053004," 높은 습도를 좋아함, 오랜 기간 잘 키우기가 어려우므로 매년 봄 분갈이 해 줌"
15828,잎보기식물,일반형,150,100,,,079004,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,,,082003,057005,083002,053003,053003,053003,053003," "
13261,잎보기식물,일반형,100,50,,,079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,090002,082003,057005,083002,053003,053003,053003,053004," Skill Level: Experienced Exposure: Full sun Soil type: Well-drained/light, Moist, Sandy **This is an evergreen shrub found in the tropics and the Far East, where it grows to 3m (10ft) in height. Its main attraction is its glossy foliage which is dark green, laced with veins of yellow, pink, orange and red, and in its native areas it's often used for decorative hedges. In the UK, it can be grown as an attractive houseplant, ideal for a warm room or conservatory. The plant can be a bit tricky to look after as it needs a brightly lit position away from draughts, with a good, constant temperature between 16C to 29C (60F to 85F). It also needs a high level of humidity, so mist it regularly to keep it looking its best. Keep the plant well watered in summer but infrequently in winter. Plants should be given a weak liquid feed every three weeks or so during the summer growing period."
19707,잎&꽃보기식물,일반형,30,30,"보라색,분홍색,빨강색,흰색","봄,겨울",079002,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089003,090003,082002,057003,083002,053003,,053003,053003," 덩이줄기 구근식물인 시클라멘의 꽃은 11월~3월까지 피고, 한줄기 끝에 1개의 꽃이 피며, 보라색, 분홍색, 빨강색, 흰색 등 꽃 색이 다양하다. 통풍이 잘 되는 서늘한 곳을 좋아한다. 하트모양의 독특한 화형을 오랫동안 감상 할 수 있고 겨울철 실내에서 재배가 용이한 장점이 있다. 관수는 잎과 구근이 닿지 않도록 저면관수 하는 것이 좋다. 생육온도는 16~20℃로 여름철 차광을 하여 온도조절을 해준다. 진딧물, 응애, 온실가루이 등 병충해에 조심한다. "
13244,잎&꽃보기식물,일반형,150,50,,,079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090002,082002,057002,083002,053003,053003,053003,053004,"4~9월까지 년 1회 영양관리 권장한다. 마치 손가락처럼 7~11열로 깊게 갈라진 큰 잎이 호생하며, 잎 양면에 털이 없고 짙은 녹색으로 광택이 있고 뒷면은 황록색이다."
12978,잎&꽃보기식물,일반형,150,50,"분홍색,흰색",여름,079002,"높은 광도(1,500~10,000 Lux)","발코니 내측 ,발코니 창측 ",강함,089001,090001,082003,057003,083002,053003,053002,053003,053004," "
19719,잎보기식물,일반형,30,40,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,,082003,057005,083002,053003,053003,053003,053003," 시서스는 그리스어로 담쟁이덩굴을 뜻하며 ‘포도아이비’라고 불리는 생명력이 강한 엔렌다니카와 ‘캥거루이이비’ 라고 불리는 안타르티카 등 다양한 품종이 있다. 시서스 안타르티카는 잎이 난형으로 밝은 녹색이고 가장자리에 엉성한 톱니가 있다. 덩굴손이 있어서 다른 물체에 매달리는 특성이 있어 끈으로 연결시켜 유인하여 기를 수 있다. 오존에 민감해 오존의 피해정도를 육안으로 확인할 수 있어 실내에서 기를 때 오존경보장치 기능을 할 수 있다.   "
17748,잎보기식물,일반형,50,30,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,,082003,057005,083002,053003,053003,053003,053004," "
18597,잎보기식물,"일반형,건조형",150,50,흰색,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","발코니 내측 ,발코니 창측 ",,089001,090002,082003,057003,083002,053003,053003,053003,053004,"- 곤충에 취약, 질병 없음 - 주간이 있는 나무로 진녹색 잎이 노레트 형태로 나온다.  - 잎은 가죽 질감에 가장자리가 거칠고, 줄기끝이 연하다."
13212,잎보기식물,일반형,20,30,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,,,082003,057004,083002,053002,053002,053002,053003,너무 자주 옮겨심기는 피하고 2년에 한 번 정도 덩굴이 무성해졌을 때 가지치기를 한다. 여름에는 잎에 자주 분무해 준다. 
18613,잎&꽃보기식물,일반형,150,100,"분홍색,빨강색,노랑색,흰색","봄,여름,가을",079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090001,082003,057005,083002,053002,053002,053002,053002," 덩굴성 관목으로 남아메리카 원산이다. 13종 내외가 알려져 있고 그 중에서 2종이 주로 재배된다. 부겐빌레아(B. glabra)는 브라질 원산으로서 높이 4∼5m 자라고 곧은 가시가 있다. 잎은 어긋나고 달걀 모양이며 가장자리가 밋밋하고 광택이 있으며 털이 없다. 꽃은 4월에서 11월까지 연중 피고 총상꽃차례를 이루며 3개의 포에 싸인다. 꽃색은 흰색, 빨강색, 분홍색, 노란색 등 다양하다. 포는 꽃처럼 보이며 그 안에 들어 있는 진짜 꽃은 작고 눈에 잘 띄지 않는다. 털부겐빌레아(B. spectabilis)는 이와 비슷하지만 잎에 털이 많다. 많은 품종이 있으며 한국에서는 온실에서 재배한다. "
17749,잎보기식물,일반형,150,50,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,090002,082002,057004,083002,053003,053003,053003,053004,"  높이는 1~2m 이른다. 처음에는 줄기가 1개 이지만 자라면서 땅속줄기에서 싹이 뭉쳐난다. 잎은 손바닥 모양 겹잎으로 5~7갈래로 갈라지고, 갈라진 조각의 길이 5~10cm, 넓이 2~3cm, 잎자루 20~25cm이다. 무늬관음죽은 반그늘상태에서 관리하는 것이 생육이나 무늬의 발현에 적당하다. 그늘과 추위, 병해충에 강하며, 자라는 속도가 느려서 관리가 편하다. 잎은 젖은 물수건으로 닦아주는 것이 좋다. 수액이 인체의 피부나 점막을 자극할 수 있음, 관음죽을 지하수나 수경재배로 기르는 경우에는 수돗물 속의 염분이나 미네랄이 잎 끝에 축적되어 갈색으로 변할 수도 있는데 이런 현상이 나타날 때에는 갈색으로 변한 부분만 가위로 잘라내면 염분도 제거할 수 있고 특유의 톱니모양의 녹색 잎을 유지시킬 수 있다. 공기정화능력은 포름알데히드, 벤젠, 톨루엔, 크실렌, 클로로포름을 제거한다."
13248,잎보기식물,일반형,200,50,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ",해독작용,089002,,082003,057005,083002,053003,053003,053003,053004," 외국에서는 Money tree라고 불리우고, 잎과 꽃은 채소처럼 식용하고, 열매는 땅콩맛이 난다."
13209,"잎&꽃보기식물,열매보기식물",일반형,100,50,흰색,봄,079001,"높은 광도(1,500~10,000 Lux)","발코니 내측 ,발코니 창측 ",,089002,090001,082002,057001,083002,053002,053002,053003,053004," "
19704,잎보기식물,일반형,5,30,,,,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,,090002,082002,057002,083002,053004,053004,053004,053004," 내한성이 강한 상록 여러해살이풀로 키는 약 5cm이며 줄기는 붉은색으로 30cm정도 뻗어 나간다. 둥근 작은 잎이 촘촘히 달려있고 흰색 작은 꽃이 피며 생명력이 강해 실내적응력이 뛰어나다. 관수는 화분에 흙이 말랐을 때 하며 잎이나 줄기에 물이 닿으면 곰팡이 병이 생길 수 있어 물을 줄때에는 저면관수 한다. "
19703,잎보기식물,일반형,150,100,,,079004,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,,090002,,057005,083002,053003,053003,053003,053004," 고무식물은 고무질을 생산하는 식물로 전 세계의 400종 이상 알려져 있는데 한국에서 흔히 고무나무라고 하는 것은 인도고무나무이다. 인도고무나무는 고무를 채취할 목적보다는 관상식물로 정원에 심거나 화분에 심어 실내장식용에 쓰이고 있다. 소피아 고무나무는 인도고무나무를 개량한 품종으로 일반적인 멜라닌 고무나무 보다 잎이 크다. 강한 직사광선을 피하되 실내의 밝은 곳에서 재배하고 실내습도를 40~70% 유지하며 깍지벌레와 응애와 같은 병충해를 조심해야 한다. 넓은 잎에 먼지가 쌓이면 식물의 호흡작용에 장해를 받아 생육에 영향을 미치므로 젖은 헝겊으로 잎을 닦아준다.  "
18655,잎&꽃보기식물,일반형,60,30,"보라색,분홍색,흰색","봄,여름",079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090001,082003,057005,083002,053002,053002,053002,053003," 약 250종이 자생한다. 주로 착생종이고 대형의 지생종인 것도 있다. 엽수가 많으며 활모양으로 뻗고 가죽질인 것이 많다.  잎 가장자리에는 가시가 없다.  꽃은 수상화서로 2열로 편평하게 붙는 것이 많다. 포는 단단한 다육질이고 적색, 녹색, 황색이며, 꽃은 주로 황, 백, 녹색이다.  아나나스류 중에서 에크메아속과 더불어 재배상 중요한 위치를 차지한다. "
13187,잎보기식물,일반형,50,30,,,079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ",,089002,,082003,057005,083002,053003,053003,053003,053004," 줄기에서 잎이 떨어진 흔적이 신기하고 오래된 나무와 같은 모양을 한다."
13190,잎보기식물,일반형,40,30,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,090001,082003,057005,083002,053003,053003,053003,053004," 잎의 광택이 있고 두꺼워서 거친 느낌을 주는것처럼 환경에 적응하는 힘도 크다."
